,user_id,verb_bought,verb_cancelled,verb_ordered,verb_paid,verb_returned,verb_sold,object_accessory,object_book,object_laptop,object_phone,object_product,object_service,mask_time,mask_amount,unix_time_norm,amount_norm
91,73561,False,False,False,False,True,False,False,False,True,False,False,False,1,1,0.9920993666147506,0.02270227022702276
92,25861,False,True,False,False,False,False,False,False,True,False,False,False,1,1,0.9908415543345119,0.6176617661766177
93,78724,False,False,True,False,False,False,False,True,False,False,False,False,1,1,0.997649463301304,0.9883988398839885
94,13014,False,False,False,True,False,False,False,False,True,False,False,False,1,0,0.9954089851771287,0.0
95,91775,False,True,False,False,False,False,False,False,False,False,False,True,1,1,0.9949923348592997,0.5102510251025103
96,52943,False,False,False,False,False,True,True,False,False,False,False,False,1,0,0.9983491213821867,0.0
97,87948,False,False,False,False,False,True,True,False,False,False,False,False,0,1,0.0,0.9265926592659266
98,41792,False,False,False,False,False,True,False,False,False,False,False,True,1,1,0.9928383313293909,0.9349934993499351
99,81245,True,False,False,False,False,False,True,False,False,False,False,False,1,0,0.9954954597713952,0.0
100,20784,False,False,False,False,False,True,True,False,False,False,False,False,1,1,0.9890413105084204,0.8550855085508552
101,46601,False,False,False,False,True,False,False,False,False,True,False,False,1,1,0.9982312014809143,0.11761176117611766
102,73007,True,False,False,False,False,False,True,False,False,False,False,False,0,1,0.0,0.6230623062306231
103,95868,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0.9900868669663687,0.0
104,23805,False,False,False,True,False,False,False,False,False,True,False,False,0,0,0.0,0.0
105,2792,True,False,False,False,False,False,False,False,True,False,False,False,1,1,0.9986006838382344,0.7054705470547056
106,20069,False,True,False,False,False,False,False,False,False,False,False,True,1,1,0.9965331549025921,0.5230523052305232
107,15180,False,False,True,False,False,False,False,True,False,False,False,False,1,1,0.9925317395860828,0.8611861186118612
108,37384,False,False,True,False,False,False,False,False,True,False,False,False,1,1,0.9895208514402614,0.6546654665466547
109,26035,False,False,False,False,True,False,False,False,False,False,False,True,1,1,0.9978774417770973,0.12731273127312737
110,13103,False,False,False,True,False,False,True,False,False,False,False,False,1,1,0.9958649421287153,0.7625762576257626
111,21953,False,False,False,False,False,True,False,False,True,False,False,False,1,1,0.990283400135156,0.7643764376437645
112,77503,True,False,False,False,False,False,False,False,False,False,False,True,0,1,0.0,0.5693569356935695
113,10419,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0.9978774417770973,0.5301530153015303
114,42740,True,False,False,False,False,False,False,True,False,False,False,False,1,1,0.9944105966796892,0.8865886588658867
115,30318,False,True,False,False,False,False,False,False,False,False,True,False,1,1,0.9897095232822972,0.67996799679968
116,30440,True,False,False,False,False,False,False,False,True,False,False,False,0,1,0.0,0.9343934393439345
117,30913,True,False,False,False,False,False,False,False,False,True,False,False,1,1,0.9928383313293909,0.842884288428843
118,36239,False,False,True,False,False,False,False,False,False,True,False,False,1,0,0.9891513690829412,0.0
119,2411,False,False,False,True,False,False,False,False,False,False,False,True,1,1,0.9970755864484451,0.7987798779877988
120,19317,False,True,False,False,False,False,False,True,False,False,False,False,1,0,0.9912031753650806,0.0
121,15045,False,False,False,True,False,False,False,False,True,False,False,False,0,1,0.0,0.6117611761176118
122,13824,False,False,True,False,False,False,False,False,False,False,True,False,0,0,0.0,0.0
123,78581,False,False,True,False,False,False,False,True,False,False,False,False,1,1,0.9886796894778518,0.8094809480948095
124,84381,False,False,False,False,False,True,False,False,False,False,False,True,0,1,0.0,0.9717971797179719
125,64607,True,False,False,False,False,False,False,False,False,False,False,True,1,0,0.9927361340816215,0.0
126,83996,False,False,False,False,False,True,False,False,False,True,False,False,1,1,0.9937423839058125,0.6317631763176319
127,31368,True,False,False,False,False,False,True,False,False,False,False,False,1,0,0.9958492194752123,0.0
128,75181,False,False,False,False,False,True,False,False,False,False,False,True,1,1,0.9948822762847788,0.7704770477047705
129,59834,False,False,False,False,False,True,False,False,True,False,False,False,1,1,0.9958099128414548,0.9374937493749376
130,33264,False,False,True,False,False,False,False,False,False,False,True,False,1,1,0.994198340857399,0.7537753775377538
131,71613,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0.9948586923045243,0.696869686968697
132,17435,False,True,False,False,False,False,False,False,False,False,True,False,1,1,0.9992610352853597,0.6632663266326633
133,7053,True,False,False,False,False,False,False,False,False,False,True,False,1,1,0.9941904795306475,0.9660966096609662
134,42587,False,False,False,False,True,False,True,False,False,False,False,False,1,1,0.9910302261765478,0.06260626062606267
135,22288,False,False,True,False,False,False,True,False,False,False,False,False,0,1,0.0,0.5508550855085509
136,60189,False,False,False,False,True,False,True,False,False,False,False,False,1,1,0.993750245232564,0.3956395639563957
137,92033,False,False,False,False,True,False,False,False,False,False,False,True,1,0,0.9957784675344489,0.0
138,81673,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0.997539404726783,0.0
139,83159,False,False,True,False,False,False,False,False,False,True,False,False,1,1,0.9916984389504246,0.9804980498049806
140,33844,False,False,True,False,False,False,False,False,False,True,False,False,1,1,0.9997956055044612,0.9982998299829984
141,42473,False,False,True,False,False,False,True,False,False,False,False,False,1,1,0.9960536139707511,0.5252525252525253
142,36372,False,False,False,True,False,False,False,False,False,False,True,False,1,0,0.9922958997835379,0.0
143,56068,False,False,True,False,False,False,False,False,False,True,False,False,1,1,0.9979324710643577,0.6704670467046705
144,66849,False,False,False,False,True,False,True,False,False,False,False,False,1,1,0.9950945321070691,0.06800680068006804
145,11940,False,True,False,False,False,False,True,False,False,False,False,False,0,1,0.0,0.9129912991299131
146,18431,True,False,False,False,False,False,False,True,False,False,False,False,0,1,0.0,0.5566556655665568
147,15487,False,False,False,True,False,False,False,False,False,False,True,False,1,1,0.9932313976669656,0.6777677767776779
148,91149,False,False,True,False,False,False,False,False,False,False,True,False,1,1,0.9924767102988223,0.8859885988598861
149,9866,False,False,False,True,False,False,False,True,False,False,False,False,0,1,0.0,0.9805980598059807
150,92789,True,False,False,False,False,False,True,False,False,False,False,False,1,1,0.9961636725452719,0.9163916391639164
151,31922,False,False,False,True,False,False,False,False,False,False,False,True,1,1,0.9892457050039591,0.5677567756775679
152,45385,False,False,False,True,False,False,False,False,False,False,True,False,1,1,0.9962187018325324,0.9141914191419143
153,19818,False,True,False,False,False,False,False,False,False,True,False,False,1,0,0.9919264174262179,0.0
154,90485,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0.9984513186299561,0.6342634263426343
155,4976,False,False,False,True,False,False,False,False,False,False,False,True,1,0,0.9990959474235784,0.0
156,94250,False,False,False,False,False,True,False,False,True,False,False,False,0,1,0.0,0.9335933593359337
157,22053,False,False,False,False,True,False,False,False,False,False,False,True,1,0,0.9968161626656458,0.0
158,27844,False,False,True,False,False,False,True,False,False,False,False,False,1,1,0.999040918136318,0.832883288328833
159,13128,False,False,True,False,False,False,False,False,False,False,True,False,1,1,0.9941668955503931,0.6682668266826683
160,28489,False,False,False,False,True,False,False,False,True,False,False,False,1,0,0.9998506347917216,0.0
161,79903,False,False,False,False,True,False,True,False,False,False,False,False,1,1,0.9953303719096138,0.3202320232023203
162,69843,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.997122754408954,0.0
163,89216,False,False,False,False,True,False,False,False,True,False,False,False,1,1,0.9966903814376219,0.10631063106310634
164,70221,False,True,False,False,False,False,False,False,False,False,True,False,1,1,0.9987972170070217,0.8646864686468647
165,17682,False,False,True,False,False,False,False,False,False,False,True,False,0,1,0.0,0.9675967596759677
166,43511,False,False,False,False,True,False,False,False,False,False,False,True,1,0,0.9910773941370568,0.0
167,81237,False,False,False,False,True,False,False,False,True,False,False,False,1,0,0.9915962417026551,0.0
168,84211,False,True,False,False,False,False,True,False,False,False,False,False,0,1,0.0,0.6304630463046306
169,67531,True,False,False,False,False,False,True,False,False,False,False,False,1,1,0.9959750007032362,0.7505750575057506
170,50429,False,False,True,False,False,False,True,False,False,False,False,False,1,1,0.9892221210237047,0.8582858285828583
171,2138,False,False,False,True,False,False,False,True,False,False,False,False,0,1,0.0,0.9996999699969997
172,78948,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.9900003923721024,0.0
173,32024,False,False,False,False,False,True,False,False,False,True,False,False,1,1,0.9945914071949736,0.8590859085908591
174,33264,False,False,False,False,True,False,False,False,True,False,False,False,1,0,0.998993750175809,0.0
175,95970,False,False,False,False,False,True,False,False,False,False,True,False,1,1,0.9960614752975026,0.6331633163316333
176,50226,False,False,False,True,False,False,False,False,True,False,False,False,0,1,0.0,0.6863686368636864
177,36587,False,False,True,False,False,False,False,True,False,False,False,False,1,1,0.9920364760007387,0.5684568456845686
178,46797,False,True,False,False,False,False,True,False,False,False,False,False,0,0,0.0,0.0
179,33372,False,False,False,True,False,False,True,False,False,False,False,False,1,1,0.9890413105084204,0.6948694869486949
180,29130,False,True,False,False,False,False,False,False,False,False,False,True,0,1,0.0,0.9791979197919793
181,34066,True,False,False,False,False,False,True,False,False,False,False,False,1,1,0.990346290749168,0.7537753775377538
182,37859,False,True,False,False,False,False,False,True,False,False,False,False,1,0,0.995684131613431,0.0
183,97799,False,False,False,False,False,True,True,False,False,False,False,False,1,0,0.9972013676764688,0.0
184,22320,False,False,False,True,False,False,False,False,False,True,False,False,0,0,0.0,0.0
185,55663,False,True,False,False,False,False,False,True,False,False,False,False,1,1,0.989371486231983,0.8450845084508452
186,92379,False,False,False,False,True,False,False,False,False,False,True,False,1,1,0.9909830582160388,0.07400740074007406
187,86932,True,False,False,False,False,False,False,False,False,True,False,False,0,1,0.0,0.7985798579857987
188,4093,True,False,False,False,False,False,False,False,False,False,True,False,1,1,0.9915097671083888,0.8534853485348536
189,98424,False,False,False,False,True,False,True,False,False,False,False,False,1,1,0.9985849611847315,0.08770877087708778
190,11107,False,True,False,False,False,False,False,False,False,False,False,True,1,1,0.9982233401541628,0.7106710671067107
191,10925,False,False,False,False,False,True,True,False,False,False,False,False,1,0,0.995125977414075,0.0
192,7435,False,True,False,False,False,False,False,False,True,False,False,False,1,1,0.9979010257573517,0.770877087708771
193,58714,False,True,False,False,False,False,False,False,False,False,False,True,1,1,0.9905821305517127,0.6703670367036705
194,41724,False,False,False,False,True,False,False,True,False,False,False,False,1,1,0.9926024915268461,0.20052005200520057
195,18320,True,False,False,False,False,False,False,False,True,False,False,False,1,1,0.9921386732485081,0.745974597459746
196,21781,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.9902440935013986,0.0
197,69254,False,False,True,False,False,False,False,False,False,True,False,False,1,1,0.9986399904719919,0.900890089008901
198,13537,False,False,False,True,False,False,False,False,False,True,False,False,0,0,0.0,0.0
199,16102,True,False,False,False,False,False,False,False,False,True,False,False,1,1,0.9972485356369778,0.7355735573557356
200,51544,True,False,False,False,False,False,False,True,False,False,False,False,1,1,0.9896230486880307,0.9772977297729775
201,5469,True,False,False,False,False,False,False,True,False,False,False,False,1,1,0.9890963397956808,0.724972497249725
202,11849,False,False,False,False,True,False,True,False,False,False,False,False,1,0,0.9931685070529536,0.0
203,89816,False,True,False,False,False,False,False,False,False,True,False,False,1,1,0.9907157731064882,0.9345934593459346
204,24054,False,False,True,False,False,False,False,False,True,False,False,False,1,1,0.9987343263930099,0.554955495549555
205,35811,True,False,False,False,False,False,False,True,False,False,False,False,1,1,0.9939625010548543,0.8025802580258027
206,59901,False,False,False,False,True,False,False,False,False,False,False,True,1,0,0.9970205571611845,0.0
207,64950,False,False,True,False,False,False,False,False,False,True,False,False,1,1,0.9939231944210968,0.8641864186418642
208,86347,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0.9907393570867427,0.0
209,88506,False,True,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0.0
210,65777,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.9960693366242541,0.0
211,10110,False,False,True,False,False,False,False,False,False,True,False,False,0,1,0.0,0.895889588958896
212,61045,False,False,False,False,True,False,False,True,False,False,False,False,1,0,0.9924845716255738,0.0
213,61345,False,False,True,False,False,False,False,False,False,False,False,True,1,1,0.9923587903975499,0.8461846184618462
214,73673,False,False,False,False,False,True,False,True,False,False,False,False,1,1,0.989851027163824,0.5561556155615562
215,22677,False,False,True,False,False,False,False,False,True,False,False,False,0,0,0.0,0.0
216,30113,False,False,False,False,False,True,False,False,False,False,True,False,1,1,0.9929798352109178,0.9637963796379638
217,97365,False,False,False,False,False,True,False,False,True,False,False,False,1,1,0.9992531739586082,0.7092709270927093
218,44692,False,False,True,False,False,False,False,False,False,False,True,False,1,0,0.9942690927981624,0.0
219,97280,True,False,False,False,False,False,False,False,True,False,False,False,0,1,0.0,0.8101810181018103
220,5815,False,False,False,False,True,False,False,False,False,True,False,False,1,1,0.9977044925885644,0.10261026102610266
221,64260,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0.0,0.0
222,92215,False,False,False,False,True,False,False,False,False,False,False,True,1,1,0.9987814943535187,0.3581358135813582
223,92444,False,False,False,False,False,True,False,True,False,False,False,False,1,1,0.9997327148904492,0.7923792379237924
224,77898,False,False,True,False,False,False,False,False,False,False,True,False,1,1,0.9950945321070691,0.9623962396239625
225,91602,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0.9941433115701386,0.0
226,90818,False,False,False,True,False,False,False,True,False,False,False,False,0,1,0.0,0.8938893889388939
227,6170,False,True,False,False,False,False,False,True,False,False,False,False,1,1,0.9946228525019796,0.8184818481848186
228,90165,True,False,False,False,False,False,False,False,False,True,False,False,1,1,0.9996934082566918,0.8895889588958896
229,62931,False,False,False,False,False,True,False,False,False,False,True,False,1,1,0.9903227067689135,0.5498549854985499
230,11503,False,True,False,False,False,False,False,True,False,False,False,False,0,1,0.0,0.9090909090909092
231,23002,False,True,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0.0
232,69453,True,False,False,False,False,False,False,True,False,False,False,False,1,1,0.9943634287191804,0.6558655865586559
233,40857,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0.9950001961860512,0.0
234,46742,False,False,True,False,False,False,False,False,False,False,False,True,1,1,0.9922251478427746,0.8638863886388639
235,79671,False,False,False,True,False,False,False,False,False,False,False,True,1,1,0.9929483899039118,0.9111911191119113
236,62504,False,False,False,False,True,False,False,False,True,False,False,False,1,1,0.9978853031038487,0.3185318531853186
237,37453,False,False,True,False,False,False,False,False,False,False,False,True,1,1,0.9935301280835223,0.5694569456945695
238,92061,False,False,False,False,True,False,True,False,False,False,False,False,1,1,0.9930584484784327,0.20482048204820485
239,97015,True,False,False,False,False,False,True,False,False,False,False,False,1,0,0.9888683613198875,0.0
240,97468,False,False,True,False,False,False,False,False,False,False,True,False,1,1,0.9952124520083414,0.8976897689768978
241,62978,False,False,True,False,False,False,False,True,False,False,False,False,0,0,0.0,0.0
242,45940,False,False,False,False,False,True,False,True,False,False,False,False,1,1,0.996674658784119,0.6756675667566757
243,97283,True,False,False,False,False,False,False,False,False,True,False,False,1,1,0.9948665536312759,0.6481648164816483
244,24235,False,False,True,False,False,False,False,False,False,True,False,False,1,1,0.9894658221530009,0.5235523552355236
245,20502,False,False,False,False,False,True,False,False,False,False,False,True,0,1,0.0,0.9065906590659067
246,49096,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.0,0.0
247,49545,True,False,False,False,False,False,False,False,False,True,False,False,1,1,0.9911560074045717,0.7933793379337934
248,42072,False,False,False,True,False,False,False,False,True,False,False,False,0,0,0.0,0.0
249,75452,False,True,False,False,False,False,False,False,False,False,True,False,1,1,0.9944341806599437,0.9252925292529254
250,22682,False,False,False,False,False,True,False,True,False,False,False,False,1,1,0.9988365236407792,0.613961396139614
251,97683,False,False,True,False,False,False,False,True,False,False,False,False,1,1,0.9908336930077605,0.962996299629963
252,36331,False,True,False,False,False,False,True,False,False,False,False,False,1,0,0.9896073260345277,0.0
253,28493,False,False,False,True,False,False,False,True,False,False,False,False,1,1,0.9942848154516655,0.8386838683868387
254,94639,False,False,False,False,True,False,False,True,False,False,False,False,1,1,0.9970126958344331,0.2536253625362537
255,68779,False,False,False,False,True,False,True,False,False,False,False,False,1,1,0.9994497071273956,0.23252325232523258
256,82675,False,False,False,True,False,False,False,False,False,False,True,False,1,1,0.9921779798822656,0.9761976197619763
257,2213,False,True,False,False,False,False,False,False,False,True,False,False,1,1,0.9938524424803333,0.9896989698969898
258,22789,False,False,False,False,False,True,False,False,False,True,False,False,1,1,0.9921543959020112,0.6591659165916592
259,52513,False,True,False,False,False,False,False,False,False,False,True,False,1,0,0.9953146492561109,0.0
260,47190,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.0,0.0
261,76366,False,False,True,False,False,False,True,False,False,False,False,False,1,1,0.989788136549812,0.8990899089908992
262,41048,True,False,False,False,False,False,False,False,True,False,False,False,1,1,0.9992846192656142,0.6038603860386039
263,48360,False,True,False,False,False,False,False,False,False,False,False,True,1,1,0.9961715338720234,0.8491849184918492
264,27853,False,False,False,False,True,False,True,False,False,False,False,False,1,0,0.9902519548281501,0.0
265,47604,False,False,False,False,True,False,False,False,True,False,False,False,1,0,0.9925789075465916,0.0
266,5790,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0.9904956559574464,0.662866286628663
267,44526,False,False,False,False,False,True,False,False,False,True,False,False,1,1,0.990283400135156,0.817881788178818
268,79594,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0.9929955578644207,0.8007800780078009
269,39492,True,False,False,False,False,False,False,False,False,False,True,False,1,1,0.9920993666147506,0.8557855785578559
270,73855,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0.99520459068159,0.0
271,42317,True,False,False,False,False,False,False,False,True,False,False,False,1,1,0.9892771503109651,0.691969196919692
272,55654,False,False,True,False,False,False,False,False,False,False,False,True,1,1,0.9938052745198245,0.7167716771677168
273,26200,False,False,True,False,False,False,False,False,True,False,False,False,0,1,0.0,0.958895889588959
274,13495,False,False,True,False,False,False,True,False,False,False,False,False,1,1,0.994646436482234,0.9699969996999701
275,34105,False,False,False,False,True,False,False,True,False,False,False,False,1,1,0.990440626670186,0.2868286828682869
276,78128,False,False,False,False,False,True,False,True,False,False,False,False,1,1,0.9895208514402614,0.9540954095409542
277,11237,True,False,False,False,False,False,False,True,False,False,False,False,1,1,0.9910931167905597,0.6703670367036705
278,82164,False,False,True,False,False,False,False,False,False,True,False,False,1,1,0.9959828620299876,0.718871887188719
279,87184,False,False,False,True,False,False,False,False,False,True,False,False,0,1,0.0,0.9156915691569159
280,43674,False,False,False,False,True,False,False,False,False,False,True,False,0,1,0.0,0.38503850385038507
281,28534,False,False,False,False,True,False,False,False,False,False,False,True,1,1,0.9961558112185205,0.4025402540254026
282,51912,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0.0,0.0
283,51698,False,False,False,False,True,False,True,False,False,False,False,False,1,1,0.9954089851771287,0.43224322432243234
284,11802,False,False,False,False,True,False,False,False,False,True,False,False,1,1,0.995125977414075,0.1505150515051506
